Month,Campaign,Clicks,CTR,Cost,Conversions
6/2016,MS Energy Systems,10,0.019,92.1,1
6/2016,MS Energy Systems,9,0.0204,64.88,1
6/2016,MS Energy Systems,12,0.0157,114.33,0
6/2016,MS Energy Systems,9,0.0095,81.88,0
6/2016,MS Energy Systems,15,0.0163,122.68,0
6/2016,MS Energy Systems,18,0.0193,158.54,2
6/2016,MS Energy Systems,15,0.014,135.15,5
6/2016,MS Energy Systems,11,0.0159,98.35,1
6/2016,MS Energy Systems,7,0.0132,47.77,2
6/2016,MS Energy Systems,19,0.0214,170.55,3
6/2016,MS Energy Systems,16,0.0212,136.79,0
6/2016,MS Energy Systems,2,0.009,14.47,0
5/2016,MS Energy Systems,2,0.0215,18.02,0
5/2016,MS Energy Systems,1,0.01,6.16,0
5/2016,MS Energy Systems,9,0.0198,65.73,1
5/2016,MS Energy Systems,20,0.0247,151.16,2
5/2016,MS Energy Systems,21,0.0209,165.85,2
5/2016,MS Energy Systems,11,0.0112,77.35,0
5/2016,MS Energy Systems,23,0.0219,232.37,2
5/2016,MS Energy Systems,27,0.0173,211.08,4
5/2016,MS Energy Systems,19,0.0179,159.39,0
5/2016,MS Energy Systems,20,0.0169,154.85,1
5/2016,MS Energy Systems,18,0.0128,145.8,0
5/2016,MS Energy Systems,19,0.013,178.9,0
5/2016,MS Energy Systems,22,0.0148,185.29,0
5/2016,MS Energy Systems,21,0.0192,189.06,0
5/2016,MS Energy Systems,10,0.0152,93.34,1
5/2016,MS Energy Systems,7,0.0148,80.43,1
5/2016,MS Energy Systems,9,0.018,90.1,2
5/2016,MS Energy Systems,9,0.0236,83.6,3
5/2016,MS Energy Systems,11,0.0154,88.9,2
5/2016,MS Energy Systems,12,0.0339,94.98,2
5/2016,MS Energy Systems,11,0.014,98.64,1
5/2016,MS Energy Systems,13,0.0289,96.62,0
5/2016,MS Energy Systems,10,0.0113,90.77,1
5/2016,MS Energy Systems,9,0.0173,85.03,0
5/2016,MS Energy Systems,12,0.0186,103.96,1
5/2016,MS Energy Systems,9,0.0091,94.25,0
5/2016,MS Energy Systems,11,0.0087,93.29,1
5/2016,MS Energy Systems,10,0.0272,94.35,0
5/2016,MS Energy Systems,12,0.0135,94.7,2
5/2016,MS Energy Systems,12,0.0134,88,1
4/2016,MS Energy Systems,10,0.0202,63.65,1
4/2016,MS Energy Systems,11,0.0137,89.38,0
4/2016,MS Energy Systems,13,0.0108,90.48,2
4/2016,MS Energy Systems,11,0.0161,106.42,0
4/2016,MS Energy Systems,6,0.0144,63.15,0
4/2016,MS Energy Systems,7,0.0261,61.45,0
4/2016,MS Energy Systems,6,0.0177,72.72,0
4/2016,MS Energy Systems,6,0.0221,62.36,1
4/2016,MS Energy Systems,7,0.0123,62.51,1
4/2016,MS Energy Systems,10,0.0242,65.48,0
4/2016,MS Energy Systems,6,0.0085,67.74,0
4/2016,MS Energy Systems,9,0.0154,65.4,0
4/2016,MS Energy Systems,10,0.0084,66.05,0
4/2016,MS Energy Systems,8,0.0146,63.57,1
4/2016,MS Energy Systems,5,0.012,55.03,0
4/2016,MS Energy Systems,8,0.0132,60.29,0
4/2016,MS Energy Systems,9,0.0089,58.75,0
4/2016,MS Energy Systems,9,0.0151,61.87,0
4/2016,MS Energy Systems,12,0.0235,63.29,0
4/2016,MS Energy Systems,8,0.0172,68,0
4/2016,MS Energy Systems,6,0.0232,64.73,0
4/2016,MS Energy Systems,7,0.011,59.8,0
4/2016,MS Energy Systems,7,0.0131,57.88,0
4/2016,MS Energy Systems,6,0.0238,60.59,0
4/2016,MS Energy Systems,9,0.0119,63.6,0
4/2016,MS Energy Systems,8,0.0225,66.24,0
4/2016,MS Energy Systems,7,0.0161,61.99,0
4/2016,MS Energy Systems,5,0.0154,64.23,0
4/2016,MS Energy Systems,7,0.007,65.49,0
4/2016,MS Energy Systems,8,0.0095,64.66,0
9/2016,MS Engineering Mgmt,7,0.0164,74.76,0
9/2016,MS Engineering Mgmt,13,0.0264,193.32,2
9/2016,MS Engineering Mgmt,4,0.0159,66.39,1
9/2016,MS Engineering Mgmt,4,0.0168,40.11,1
9/2016,MS Engineering Mgmt,10,0.0223,152.34,1
9/2016,MS Engineering Mgmt,6,0.0114,47.85,1
9/2016,MS Engineering Mgmt,24,0.041,320.61,1
9/2016,MS Engineering Mgmt,14,0.0278,144.81,2
9/2016,MS Engineering Mgmt,5,0.0128,65.3,0
9/2016,MS Engineering Mgmt,4,0.0196,33.56,0
9/2016,MS Engineering Mgmt,3,0.012,27,0
9/2016,MS Engineering Mgmt,7,0.0151,75.39,0
9/2016,MS Engineering Mgmt,7,0.013,35.34,0
8/2016,MS Engineering Mgmt,8,0.0123,118.64,0
8/2016,MS Engineering Mgmt,4,0.0075,39.25,1
8/2016,MS Engineering Mgmt,15,0.0244,166.55,1
8/2016,MS Engineering Mgmt,7,0.0234,71.47,1
8/2016,MS Engineering Mgmt,6,0.019,87.73,2
8/2016,MS Engineering Mgmt,5,0.0103,80.81,2
8/2016,MS Engineering Mgmt,8,0.0121,86.79,0
8/2016,MS Engineering Mgmt,7,0.0113,133.14,2
8/2016,MS Engineering Mgmt,15,0.0279,169.36,0
8/2016,MS Engineering Mgmt,10,0.0157,157.65,1
8/2016,MS Engineering Mgmt,4,0.0192,13.64,0
8/2016,MS Engineering Mgmt,6,0.022,50.35,0
8/2016,MS Engineering Mgmt,10,0.0219,174,0
8/2016,MS Engineering Mgmt,8,0.0139,84.07,0
8/2016,MS Engineering Mgmt,9,0.0154,173.86,0
8/2016,MS Engineering Mgmt,11,0.0207,130.22,2
8/2016,MS Engineering Mgmt,12,0.0241,198.56,2
8/2016,MS Engineering Mgmt,5,0.036,66.3,0
8/2016,MS Engineering Mgmt,7,0.0162,112.47,1
8/2016,MS Engineering Mgmt,4,0.0073,85.33,1
8/2016,MS Engineering Mgmt,11,0.017,135.17,3
8/2016,MS Engineering Mgmt,12,0.0236,113.86,1
8/2016,MS Engineering Mgmt,9,0.0144,122.2,0
8/2016,MS Engineering Mgmt,1,0.0043,7.11,0
8/2016,MS Engineering Mgmt,3,0.0091,33.54,0
8/2016,MS Engineering Mgmt,6,0.0137,117.74,0
8/2016,MS Engineering Mgmt,6,0.011,100.86,2
8/2016,MS Engineering Mgmt,18,0.0245,288.44,1
8/2016,MS Engineering Mgmt,8,0.0118,106.14,0
8/2016,MS Engineering Mgmt,9,0.0129,163.11,0
7/2016,MS Engineering Mgmt,4,0.044,18.7,1
7/2016,MS Engineering Mgmt,9,0.0278,105.33,0
7/2016,MS Engineering Mgmt,6,0.0133,131.58,0
7/2016,MS Engineering Mgmt,9,0.0141,177.71,0
7/2016,MS Engineering Mgmt,10,0.0133,139.57,3
7/2016,MS Engineering Mgmt,11,0.0159,106.33,1
7/2016,MS Engineering Mgmt,12,0.0168,210.83,0
7/2016,MS Engineering Mgmt,2,0.0189,4.05,0
7/2016,MS Engineering Mgmt,7,0.0239,101.24,0
7/2016,MS Engineering Mgmt,15,0.0284,213.45,1
7/2016,MS Engineering Mgmt,16,0.025,256.42,0
7/2016,MS Engineering Mgmt,13,0.0194,223.73,0
7/2016,MS Engineering Mgmt,10,0.0147,181.72,0
7/2016,MS Engineering Mgmt,21,0.0309,269.46,4
7/2016,MS Engineering Mgmt,2,0.0278,11.16,0
7/2016,MS Engineering Mgmt,5,0.0159,104.83,2
7/2016,MS Engineering Mgmt,11,0.0187,128.36,2
7/2016,MS Engineering Mgmt,9,0.0152,126.53,1
7/2016,MS Engineering Mgmt,6,0.0105,91.74,0
7/2016,MS Engineering Mgmt,10,0.0153,201.03,0
7/2016,MS Engineering Mgmt,14,0.0213,278.23,2
7/2016,MS Engineering Mgmt,1,0.0147,7.05,0
7/2016,MS Engineering Mgmt,1,0.0038,31.68,0
7/2016,MS Engineering Mgmt,2,0.0047,55.43,0
7/2016,MS Engineering Mgmt,10,0.0183,166.15,3
7/2016,MS Engineering Mgmt,15,0.0246,286.74,3
7/2016,MS Engineering Mgmt,5,0.0087,125.2,0
7/2016,MS Engineering Mgmt,4,0.0166,69.03,0
7/2016,MS Engineering Mgmt,1,0.0435,0.8,0
7/2016,MS Engineering Mgmt,4,0.0213,90.33,0
7/2016,MS Engineering Mgmt,4,0.0097,43.12,0
6/2016,MS Engineering Mgmt,10,0.0229,217.5,2
6/2016,MS Engineering Mgmt,10,0.0177,160.46,0
6/2016,MS Engineering Mgmt,0,0,0,0
6/2016,MS Engineering Mgmt,8,0.0169,114.7,1
6/2016,MS Engineering Mgmt,0,0,0,0
6/2016,MS Engineering Mgmt,2,0.0109,49.3,1
6/2016,MS Engineering Mgmt,3,0.0114,53.39,0
6/2016,MS Engineering Mgmt,7,0.0121,157.46,1
6/2016,MS Engineering Mgmt,13,0.0134,255.1,0
6/2016,MS Engineering Mgmt,17,0.0153,302.77,0
6/2016,MS Engineering Mgmt,22,0.0104,272.91,1
6/2016,MS Engineering Mgmt,0,0,0,0
6/2016,MS Engineering Mgmt,13,0.0126,187.56,0
6/2016,MS Engineering Mgmt,11,0.0077,143.98,1
6/2016,MS Engineering Mgmt,13,0.0079,169.2,0
6/2016,MS Engineering Mgmt,22,0.0125,322.91,1
6/2016,MS Engineering Mgmt,23,0.0116,318.11,1
6/2016,MS Engineering Mgmt,25,0.0119,274.15,0
6/2016,MS Engineering Mgmt,0,0,0,0
6/2016,MS Engineering Mgmt,15,0.0127,154.35,1
6/2016,MS Engineering Mgmt,17,0.0103,176.65,1
6/2016,MS Engineering Mgmt,37,0.0182,368.74,2
6/2016,MS Engineering Mgmt,22,0.0097,228.18,0
6/2016,MS Engineering Mgmt,25,0.0102,218.09,0
6/2016,MS Engineering Mgmt,29,0.0116,277.42,3
6/2016,MS Engineering Mgmt,0,0,0,0
6/2016,MS Engineering Mgmt,16,0.0133,172.04,0
6/2016,MS Engineering Mgmt,26,0.0139,274.15,5
6/2016,MS Engineering Mgmt,19,0.0094,205.34,2
6/2016,MS Engineering Mgmt,4,0.0092,51.14,1
5/2016,MS Engineering Mgmt,1,0.0052,7.11,0
5/2016,MS Engineering Mgmt,0,0,0,0
5/2016,MS Engineering Mgmt,20,0.0139,207.21,0
5/2016,MS Engineering Mgmt,31,0.0147,318.38,0
5/2016,MS Engineering Mgmt,37,0.0156,375.25,3
5/2016,MS Engineering Mgmt,33,0.0127,371.52,1
5/2016,MS Engineering Mgmt,38,0.0142,395.91,6
5/2016,MS Engineering Mgmt,41,0.0148,391.57,4
5/2016,MS Engineering Mgmt,0,0,0,0
5/2016,MS Engineering Mgmt,26,0.0211,296.71,3
5/2016,MS Engineering Mgmt,29,0.0207,299,1
5/2016,MS Engineering Mgmt,31,0.0131,326.26,4
5/2016,MS Engineering Mgmt,34,0.0188,344.82,2
5/2016,MS Engineering Mgmt,29,0.0118,341.35,1
5/2016,MS Engineering Mgmt,12,0.0113,137.19,1
5/2016,MS Engineering Mgmt,16,0.0102,124.4,0
5/2016,MS Engineering Mgmt,10,0.0181,116.81,1
5/2016,MS Engineering Mgmt,13,0.0307,123.8,0
5/2016,MS Engineering Mgmt,13,0.0098,145.72,1
5/2016,MS Engineering Mgmt,12,0.0109,133.16,1
5/2016,MS Engineering Mgmt,12,0.0125,149.21,0
5/2016,MS Engineering Mgmt,15,0.0163,132.39,0
5/2016,MS Engineering Mgmt,12,0.0224,121.47,0
5/2016,MS Engineering Mgmt,9,0.0167,121.17,0
5/2016,MS Engineering Mgmt,14,0.0155,122.27,0
5/2016,MS Engineering Mgmt,17,0.0172,140.55,1
5/2016,MS Engineering Mgmt,11,0.0143,133.96,2
5/2016,MS Engineering Mgmt,10,0.0178,135.41,1
5/2016,MS Engineering Mgmt,12,0.0179,136.19,1
5/2016,MS Engineering Mgmt,12,0.0154,132.53,0
4/2016,MS Engineering Mgmt,9,0.0157,101.62,0
4/2016,MS Engineering Mgmt,10,0.0167,124.42,0
4/2016,MS Engineering Mgmt,14,0.0126,132.82,1
4/2016,MS Engineering Mgmt,12,0.0178,140.49,0
4/2016,MS Engineering Mgmt,9,0.0134,94.56,2
4/2016,MS Engineering Mgmt,7,0.0075,85.01,1
4/2016,MS Engineering Mgmt,6,0.0098,88.39,0
4/2016,MS Engineering Mgmt,9,0.0145,78.93,0
4/2016,MS Engineering Mgmt,8,0.0137,89.65,0
4/2016,MS Engineering Mgmt,10,0.0145,103.94,0
4/2016,MS Engineering Mgmt,7,0.0068,90.45,0
4/2016,MS Engineering Mgmt,8,0.0206,89.59,1
4/2016,MS Engineering Mgmt,11,0.0101,88.16,0
4/2016,MS Engineering Mgmt,9,0.0179,80.28,0
4/2016,MS Engineering Mgmt,10,0.0173,85.57,1
4/2016,MS Engineering Mgmt,8,0.011,82.93,0
4/2016,MS Engineering Mgmt,9,0.008,94.55,0
4/2016,MS Engineering Mgmt,11,0.0061,95.76,0
4/2016,MS Engineering Mgmt,9,0.0102,89.3,2
4/2016,MS Engineering Mgmt,8,0.0097,96.33,0
4/2016,MS Engineering Mgmt,9,0.0101,81.54,0
4/2016,MS Engineering Mgmt,10,0.0108,92.97,0
4/2016,MS Engineering Mgmt,12,0.008,86.48,0
4/2016,MS Engineering Mgmt,11,0.0102,111.11,2
4/2016,MS Engineering Mgmt,11,0.0145,106.72,1
4/2016,MS Engineering Mgmt,9,0.0077,97.28,0
4/2016,MS Engineering Mgmt,12,0.0113,98.95,0
4/2016,MS Engineering Mgmt,8,0.0046,86.31,0
4/2016,MS Engineering Mgmt,8,0.0071,84.36,1
4/2016,MS Engineering Mgmt,9,0.0116,88.38,0
9/2016,MS Food Regulatory Affairs,13,0.0266,64.7,2
9/2016,MS Food Regulatory Affairs,13,0.0281,60.37,0
9/2016,MS Food Regulatory Affairs,11,0.037,60.7,1
9/2016,MS Food Regulatory Affairs,8,0.0261,43.72,0
9/2016,MS Food Regulatory Affairs,14,0.0524,62.77,1
9/2016,MS Food Regulatory Affairs,5,0.0095,24.72,0
9/2016,MS Food Regulatory Affairs,11,0.029,63.13,1
9/2016,MS Food Regulatory Affairs,12,0.0271,60.84,1
9/2016,MS Food Regulatory Affairs,10,0.028,41.52,1
9/2016,MS Food Regulatory Affairs,9,0.029,44.62,0
9/2016,MS Food Regulatory Affairs,3,0.013,5.52,1
9/2016,MS Food Regulatory Affairs,10,0.0307,61.15,0
9/2016,MS Food Regulatory Affairs,13,0.0266,54.78,0
8/2016,MS Food Regulatory Affairs,14,0.0299,62.51,0
8/2016,MS Food Regulatory Affairs,12,0.0246,62.64,0
8/2016,MS Food Regulatory Affairs,8,0.0164,50.66,1
8/2016,MS Food Regulatory Affairs,12,0.0351,57.7,1
8/2016,MS Food Regulatory Affairs,1,0.004,6.85,0
8/2016,MS Food Regulatory Affairs,11,0.0324,61.07,2
8/2016,MS Food Regulatory Affairs,11,0.0289,64.53,1
8/2016,MS Food Regulatory Affairs,12,0.044,64.48,1
8/2016,MS Food Regulatory Affairs,5,0.0107,28.49,0
8/2016,MS Food Regulatory Affairs,10,0.0197,40.14,0
8/2016,MS Food Regulatory Affairs,4,0.0152,18.82,0
8/2016,MS Food Regulatory Affairs,6,0.0268,29.47,1
8/2016,MS Food Regulatory Affairs,4,0.0127,23.45,0
8/2016,MS Food Regulatory Affairs,8,0.019,23.21,2
8/2016,MS Food Regulatory Affairs,9,0.0211,33.06,1
8/2016,MS Food Regulatory Affairs,9,0.0202,46.61,0
8/2016,MS Food Regulatory Affairs,8,0.0248,64.64,0
8/2016,MS Food Regulatory Affairs,2,0.0128,9.24,0
8/2016,MS Food Regulatory Affairs,12,0.0391,36.28,2
8/2016,MS Food Regulatory Affairs,12,0.0736,59.48,4
8/2016,MS Food Regulatory Affairs,11,0.0281,42.19,0
8/2016,MS Food Regulatory Affairs,10,0.018,49.14,0
8/2016,MS Food Regulatory Affairs,14,0.0267,63.68,1
8/2016,MS Food Regulatory Affairs,5,0.014,19.85,0
8/2016,MS Food Regulatory Affairs,6,0.0151,26.8,0
8/2016,MS Food Regulatory Affairs,9,0.0195,42.49,0
8/2016,MS Food Regulatory Affairs,12,0.022,54.18,1
8/2016,MS Food Regulatory Affairs,9,0.0159,44.38,0
8/2016,MS Food Regulatory Affairs,14,0.0351,58.97,2
8/2016,MS Food Regulatory Affairs,6,0.009,27.76,0
7/2016,MS Food Regulatory Affairs,6,0.0168,21.57,2
7/2016,MS Food Regulatory Affairs,11,0.0303,37.75,2
7/2016,MS Food Regulatory Affairs,15,0.0442,64.71,1
7/2016,MS Food Regulatory Affairs,10,0.024,64.04,1
7/2016,MS Food Regulatory Affairs,9,0.0326,64.57,1
7/2016,MS Food Regulatory Affairs,10,0.0188,64.31,0
7/2016,MS Food Regulatory Affairs,9,0.0136,43.71,0
7/2016,MS Food Regulatory Affairs,11,0.0334,70.51,1
7/2016,MS Food Regulatory Affairs,6,0.0182,28.11,0
7/2016,MS Food Regulatory Affairs,9,0.0172,46.06,0
7/2016,MS Food Regulatory Affairs,6,0.0097,28.06,1
7/2016,MS Food Regulatory Affairs,12,0.0207,61.48,2
7/2016,MS Food Regulatory Affairs,9,0.0145,32.68,1
7/2016,MS Food Regulatory Affairs,9,0.0309,61.48,0
7/2016,MS Food Regulatory Affairs,11,0.022,52.84,1
7/2016,MS Food Regulatory Affairs,8,0.0379,55.71,1
7/2016,MS Food Regulatory Affairs,8,0.0339,56.12,2
7/2016,MS Food Regulatory Affairs,6,0.0214,44.32,0
7/2016,MS Food Regulatory Affairs,12,0.0245,57.7,1
7/2016,MS Food Regulatory Affairs,14,0.0249,57.9,1
7/2016,MS Food Regulatory Affairs,8,0.0149,42.98,0
7/2016,MS Food Regulatory Affairs,7,0.0209,54.61,0
7/2016,MS Food Regulatory Affairs,9,0.036,62.07,1
7/2016,MS Food Regulatory Affairs,6,0.0115,35.27,0
7/2016,MS Food Regulatory Affairs,11,0.0202,56.23,1
7/2016,MS Food Regulatory Affairs,4,0.0244,21.8,0
7/2016,MS Food Regulatory Affairs,4,0.0645,20.88,0
7/2016,MS Food Regulatory Affairs,3,0.0169,20.63,0
7/2016,MS Food Regulatory Affairs,4,0.0444,21.88,0
7/2016,MS Food Regulatory Affairs,3,0.0455,20.85,0
7/2016,MS Food Regulatory Affairs,6,0.0184,52.2,0
6/2016,MS Food Regulatory Affairs,28,0.0282,177.24,1
6/2016,MS Food Regulatory Affairs,17,0.0183,109.45,1
6/2016,MS Food Regulatory Affairs,3,0.0278,18.66,0
6/2016,MS Food Regulatory Affairs,22,0.0208,166.15,3
6/2016,MS Food Regulatory Affairs,18,0.0243,123.18,1
6/2016,MS Food Regulatory Affairs,15,0.0241,108.65,1
6/2016,MS Food Regulatory Affairs,14,0.0199,99.57,1
6/2016,MS Food Regulatory Affairs,13,0.0151,115.94,1
6/2016,MS Food Regulatory Affairs,16,0.0159,87.93,2
6/2016,MS Food Regulatory Affairs,34,0.0285,213.58,2
6/2016,MS Food Regulatory Affairs,12,0.0121,85.91,3
6/2016,MS Food Regulatory Affairs,11,0.017,79.68,1
6/2016,MS Food Regulatory Affairs,13,0.0207,102.56,2
6/2016,MS Food Regulatory Affairs,15,0.0156,98.99,0
6/2016,MS Food Regulatory Affairs,24,0.0223,163.85,0
6/2016,MS Food Regulatory Affairs,23,0.0198,160.06,5
6/2016,MS Food Regulatory Affairs,19,0.0163,137.36,0
6/2016,MS Food Regulatory Affairs,18,0.0121,109.85,0
6/2016,MS Food Regulatory Affairs,11,0.0136,55.18,0
6/2016,MS Food Regulatory Affairs,8,0.0127,38.73,2
6/2016,MS Food Regulatory Affairs,13,0.0121,82.08,3
6/2016,MS Food Regulatory Affairs,20,0.019,130.77,1
6/2016,MS Food Regulatory Affairs,17,0.0138,115.88,1
6/2016,MS Food Regulatory Affairs,23,0.0183,143.77,0
6/2016,MS Food Regulatory Affairs,21,0.0136,131.3,1
6/2016,MS Food Regulatory Affairs,18,0.0172,107.65,2
6/2016,MS Food Regulatory Affairs,20,0.0247,122.09,3
6/2016,MS Food Regulatory Affairs,19,0.0159,118.27,0
6/2016,MS Food Regulatory Affairs,23,0.02,151.89,1
6/2016,MS Food Regulatory Affairs,3,0.0107,14.81,0
5/2016,MS Food Regulatory Affairs,3,0.0283,8,1
5/2016,MS Food Regulatory Affairs,0,0,0,0
5/2016,MS Food Regulatory Affairs,7,0.0111,54.53,0
5/2016,MS Food Regulatory Affairs,14,0.0123,90.69,1
5/2016,MS Food Regulatory Affairs,28,0.0201,153.37,1
5/2016,MS Food Regulatory Affairs,27,0.0167,161.52,0
5/2016,MS Food Regulatory Affairs,21,0.0119,136.52,2
5/2016,MS Food Regulatory Affairs,21,0.0148,170.7,1
5/2016,MS Food Regulatory Affairs,18,0.0286,122.37,1
5/2016,MS Food Regulatory Affairs,16,0.0138,92.73,2
5/2016,MS Food Regulatory Affairs,15,0.0153,122.26,1
5/2016,MS Food Regulatory Affairs,21,0.02,130.63,4
5/2016,MS Food Regulatory Affairs,18,0.0128,127.48,1
5/2016,MS Food Regulatory Affairs,22,0.0191,135.71,6
5/2016,MS Food Regulatory Affairs,17,0.0165,116,3
5/2016,MS Food Regulatory Affairs,14,0.0182,103.21,2
5/2016,MS Food Regulatory Affairs,15,0.014,97.41,2
5/2016,MS Food Regulatory Affairs,17,0.0264,107.97,0
5/2016,MS Food Regulatory Affairs,14,0.0108,88.63,1
5/2016,MS Food Regulatory Affairs,15,0.0178,112.36,2
5/2016,MS Food Regulatory Affairs,10,0.0119,98.75,0
5/2016,MS Food Regulatory Affairs,12,0.0105,101.4,0
5/2016,MS Food Regulatory Affairs,11,0.0122,90.69,0
5/2016,MS Food Regulatory Affairs,8,0.0071,66.5,0
5/2016,MS Food Regulatory Affairs,12,0.0092,89.67,1
5/2016,MS Food Regulatory Affairs,11,0.0109,99.49,0
5/2016,MS Food Regulatory Affairs,12,0.0173,102.53,0
5/2016,MS Food Regulatory Affairs,13,0.0209,102.67,0
5/2016,MS Food Regulatory Affairs,13,0.0133,110.64,4
5/2016,MS Food Regulatory Affairs,12,0.0125,91.59,0
4/2016,MS Food Regulatory Affairs,5,0.0043,43.38,0
4/2016,MS Food Regulatory Affairs,11,0.0061,91.72,0
4/2016,MS Food Regulatory Affairs,11,0.0147,86.19,0
4/2016,MS Food Regulatory Affairs,11,0.0108,92.34,1
4/2016,MS Food Regulatory Affairs,13,0.0115,89.96,2
4/2016,MS Food Regulatory Affairs,12,0.0064,94.43,0
4/2016,MS Food Regulatory Affairs,11,0.0183,89.14,0
4/2016,MS Food Regulatory Affairs,10,0.011,85.04,0
4/2016,MS Food Regulatory Affairs,11,0.0188,89.88,2
4/2016,MS Food Regulatory Affairs,11,0.0079,104.86,0
4/2016,MS Food Regulatory Affairs,13,0.0125,102.92,0
4/2016,MS Food Regulatory Affairs,11,0.0086,102.4,0
9/2016,MS Global Studies & International Relations,14,0.0196,152.51,1
9/2016,MS Global Studies & International Relations,7,0.0094,69.24,2
9/2016,MS Global Studies & International Relations,10,0.0168,87.16,2
9/2016,MS Global Studies & International Relations,7,0.0127,72.64,0
9/2016,MS Global Studies & International Relations,11,0.0175,162.16,1
9/2016,MS Global Studies & International Relations,15,0.0205,166.13,0
9/2016,MS Global Studies & International Relations,15,0.018,177.58,2
9/2016,MS Global Studies & International Relations,17,0.0194,196.18,2
9/2016,MS Global Studies & International Relations,8,0.0116,96.63,1
9/2016,MS Global Studies & International Relations,10,0.0175,120.22,0
9/2016,MS Global Studies & International Relations,9,0.0205,109.98,1
9/2016,MS Global Studies & International Relations,8,0.0123,89.74,1
9/2016,MS Global Studies & International Relations,9,0.0121,95.98,2
8/2016,MS Global Studies & International Relations,19,0.022,226.74,2
8/2016,MS Global Studies & International Relations,21,0.0229,211.35,1
8/2016,MS Global Studies & International Relations,11,0.0123,122.22,2
8/2016,MS Global Studies & International Relations,8,0.0123,108.81,0
8/2016,MS Global Studies & International Relations,9,0.0154,105.13,1
8/2016,MS Global Studies & International Relations,9,0.0127,100.62,0
8/2016,MS Global Studies & International Relations,15,0.0177,168.48,2
8/2016,MS Global Studies & International Relations,16,0.0175,168.89,3
8/2016,MS Global Studies & International Relations,8,0.0107,84.99,0
8/2016,MS Global Studies & International Relations,12,0.016,144.11,3
8/2016,MS Global Studies & International Relations,14,0.0186,195.29,2
8/2016,MS Global Studies & International Relations,10,0.0192,123,1
8/2016,MS Global Studies & International Relations,18,0.0262,236.5,0
8/2016,MS Global Studies & International Relations,18,0.0326,249.02,5
8/2016,MS Global Studies & International Relations,10,0.012,120.15,2
8/2016,MS Global Studies & International Relations,20,0.0236,199.97,2
8/2016,MS Global Studies & International Relations,11,0.0203,147.98,2
8/2016,MS Global Studies & International Relations,9,0.0284,115.68,0
8/2016,MS Global Studies & International Relations,13,0.0196,147.94,2
8/2016,MS Global Studies & International Relations,7,0.0099,118.27,0
8/2016,MS Global Studies & International Relations,16,0.0321,203.6,0
8/2016,MS Global Studies & International Relations,11,0.0168,154.42,2
8/2016,MS Global Studies & International Relations,16,0.0233,213.07,4
8/2016,MS Global Studies & International Relations,15,0.0542,192.92,3
8/2016,MS Global Studies & International Relations,6,0.0124,76.63,1
8/2016,MS Global Studies & International Relations,13,0.0241,167.91,1
8/2016,MS Global Studies & International Relations,7,0.0115,76.63,0
8/2016,MS Global Studies & International Relations,9,0.0116,109.1,0
8/2016,MS Global Studies & International Relations,11,0.0142,116.79,2
8/2016,MS Global Studies & International Relations,14,0.0215,197.95,1
7/2016,MS Global Studies & International Relations,12,0.0196,136.3,1
7/2016,MS Global Studies & International Relations,4,0.0101,51.35,0
7/2016,MS Global Studies & International Relations,12,0.021,165.79,1
7/2016,MS Global Studies & International Relations,16,0.0251,209,0
7/2016,MS Global Studies & International Relations,12,0.0147,148.43,1
7/2016,MS Global Studies & International Relations,12,0.0157,124.49,1
7/2016,MS Global Studies & International Relations,21,0.0262,214.27,2
7/2016,MS Global Studies & International Relations,12,0.0166,139.42,0
7/2016,MS Global Studies & International Relations,13,0.0264,183.09,1
7/2016,MS Global Studies & International Relations,9,0.0153,78.77,0
7/2016,MS Global Studies & International Relations,17,0.0259,213.63,3
7/2016,MS Global Studies & International Relations,14,0.0155,146.95,0
7/2016,MS Global Studies & International Relations,19,0.038,215.16,4
7/2016,MS Global Studies & International Relations,15,0.0198,185.28,3
7/2016,MS Global Studies & International Relations,9,0.017,119.65,0
7/2016,MS Global Studies & International Relations,9,0.0165,118.51,1
7/2016,MS Global Studies & International Relations,12,0.0228,170.8,2
7/2016,MS Global Studies & International Relations,13,0.0187,146.58,0
7/2016,MS Global Studies & International Relations,16,0.0208,215.63,3
7/2016,MS Global Studies & International Relations,8,0.0134,115.91,0
7/2016,MS Global Studies & International Relations,15,0.0186,197.02,1
7/2016,MS Global Studies & International Relations,10,0.0168,125.19,1
7/2016,MS Global Studies & International Relations,9,0.0191,111.67,0
7/2016,MS Global Studies & International Relations,8,0.0137,95.21,0
7/2016,MS Global Studies & International Relations,11,0.0158,132.06,1
7/2016,MS Global Studies & International Relations,17,0.0236,172.13,1
7/2016,MS Global Studies & International Relations,8,0.0117,93.67,3
7/2016,MS Global Studies & International Relations,4,0.0087,54.69,1
7/2016,MS Global Studies & International Relations,9,0.0215,117.5,0
7/2016,MS Global Studies & International Relations,5,0.0124,74.95,0
7/2016,MS Global Studies & International Relations,9,0.0161,107.59,3
6/2016,MS Global Studies & International Relations,16,0.0516,210.36,0
6/2016,MS Global Studies & International Relations,14,0.0236,179.81,3
6/2016,MS Global Studies & International Relations,0,0,0,0
6/2016,MS Global Studies & International Relations,11,0.0201,122.06,0
6/2016,MS Global Studies & International Relations,6,0.0139,76.58,0
6/2016,MS Global Studies & International Relations,5,0.0143,67.57,0
6/2016,MS Global Studies & International Relations,3,0.0087,31.29,1
6/2016,MS Global Studies & International Relations,9,0.0184,137.12,2
