Month,Campaign,Clicks,CTR,Cost,Conversions
7/2016,MS BioTechnology,10,0.0175,87.81,2
7/2016,MS BioTechnology,11,0.022,86.95,1
7/2016,MS BioTechnology,6,0.0111,36.43,0
7/2016,MS BioTechnology,7,0.0139,43.64,1
7/2016,MS BioTechnology,6,0.013,59.92,1
7/2016,MS BioTechnology,8,0.0121,69.83,1
6/2016,MS BioTechnology,20,0.0247,165.87,3
6/2016,MS BioTechnology,13,0.0148,102.09,3
6/2016,MS BioTechnology,4,0.0303,25.51,0
6/2016,MS BioTechnology,21,0.0206,157.43,2
6/2016,MS BioTechnology,10,0.0158,57.84,0
6/2016,MS BioTechnology,15,0.0234,112.69,1
6/2016,MS BioTechnology,17,0.0247,106.8,0
6/2016,MS BioTechnology,21,0.023,156.52,1
6/2016,MS BioTechnology,22,0.0218,167.83,3
6/2016,MS BioTechnology,20,0.0238,178.3,4
6/2016,MS BioTechnology,24,0.0258,179.86,2
6/2016,MS BioTechnology,15,0.023,104.87,2
6/2016,MS BioTechnology,6,0.0099,46.72,1
6/2016,MS BioTechnology,14,0.0161,104.46,3
6/2016,MS BioTechnology,20,0.02,123.86,3
6/2016,MS BioTechnology,16,0.0169,156.77,1
6/2016,MS BioTechnology,24,0.0211,162.57,2
6/2016,MS BioTechnology,23,0.0313,159.48,4
6/2016,MS BioTechnology,4,0.0087,22.95,1
6/2016,MS BioTechnology,17,0.0312,96.18,4
6/2016,MS BioTechnology,9,0.0149,46.47,0
6/2016,MS BioTechnology,16,0.02,99.45,2
6/2016,MS BioTechnology,13,0.0158,88.19,1
6/2016,MS BioTechnology,14,0.0136,75.23,2
6/2016,MS BioTechnology,29,0.0298,137.08,4
6/2016,MS BioTechnology,19,0.0241,124.59,2
6/2016,MS BioTechnology,21,0.0313,127.86,1
6/2016,MS BioTechnology,17,0.0224,100.96,2
6/2016,MS BioTechnology,21,0.0304,114.53,5
6/2016,MS BioTechnology,5,0.0211,18.05,3
5/2016,MS BioTechnology,2,0.0192,8.7,0
5/2016,MS BioTechnology,3,0.0155,13.6,1
5/2016,MS BioTechnology,15,0.0252,93.08,1
5/2016,MS BioTechnology,19,0.0218,116.88,2
5/2016,MS BioTechnology,21,0.0213,106.88,1
5/2016,MS BioTechnology,19,0.017,120.32,2
5/2016,MS BioTechnology,19,0.0168,93.58,3
5/2016,MS BioTechnology,18,0.0155,87.43,4
5/2016,MS BioTechnology,18,0.0225,127.57,1
5/2016,MS BioTechnology,18,0.0232,87.12,4
5/2016,MS BioTechnology,14,0.0147,67.19,0
5/2016,MS BioTechnology,19,0.0178,106.49,2
5/2016,MS BioTechnology,24,0.0211,148.2,3
5/2016,MS BioTechnology,20,0.0167,120.33,1
5/2016,MS BioTechnology,16,0.0132,78.48,2
5/2016,MS BioTechnology,22,0.026,111.18,2
5/2016,MS BioTechnology,15,0.0225,105.98,1
5/2016,MS BioTechnology,15,0.0163,83.35,2
5/2016,MS BioTechnology,24,0.023,125.89,1
5/2016,MS BioTechnology,26,0.0235,138.87,3
5/2016,MS BioTechnology,14,0.0126,97.09,1
5/2016,MS BioTechnology,18,0.0138,90.81,0
5/2016,MS BioTechnology,13,0.0191,78.7,0
5/2016,MS BioTechnology,19,0.0293,124.44,1
5/2016,MS BioTechnology,15,0.0163,68.1,1
5/2016,MS BioTechnology,21,0.0264,131.49,1
5/2016,MS BioTechnology,24,0.0211,120.43,0
5/2016,MS BioTechnology,20,0.0236,138.79,2
5/2016,MS BioTechnology,17,0.0196,130.83,4
5/2016,MS BioTechnology,16,0.0241,124.42,2
4/2016,MS BioTechnology,7,0.009,34.3,1
4/2016,MS BioTechnology,19,0.0198,119.41,3
4/2016,MS BioTechnology,22,0.0083,131.96,2
4/2016,MS BioTechnology,30,0.0098,139.95,1
4/2016,MS BioTechnology,15,0.0053,89.9,1
4/2016,MS BioTechnology,16,0.01,84.31,0
4/2016,MS BioTechnology,22,0.0124,82.33,2
4/2016,MS BioTechnology,15,0.0087,81.12,0
4/2016,MS BioTechnology,15,0.0067,81.17,3
4/2016,MS BioTechnology,18,0.008,88.38,2
4/2016,MS BioTechnology,22,0.0071,92.77,1
4/2016,MS BioTechnology,17,0.0067,85.7,1
4/2016,MS BioTechnology,16,0.0046,87.15,0
4/2016,MS BioTechnology,15,0.006,79.32,0
4/2016,MS BioTechnology,14,0.0051,78.79,0
4/2016,MS BioTechnology,18,0.0095,81.68,2
4/2016,MS BioTechnology,16,0.0069,85.86,0
4/2016,MS BioTechnology,15,0.0032,90.06,0
4/2016,MS BioTechnology,15,0.0075,94.4,1
4/2016,MS BioTechnology,14,0.0061,93.18,1
4/2016,MS BioTechnology,12,0.0044,82.6,0
4/2016,MS BioTechnology,13,0.0056,89,2
4/2016,MS BioTechnology,12,0.0026,86.32,0
4/2016,MS BioTechnology,12,0.0043,89.55,0
4/2016,MS BioTechnology,13,0.0043,89.08,0
4/2016,MS BioTechnology,12,0.0043,92.42,0
4/2016,MS BioTechnology,16,0.0046,88.43,0
4/2016,MS BioTechnology,11,0.0039,101.41,0
4/2016,MS BioTechnology,14,0.0069,90.59,0
4/2016,MS BioTechnology,13,0.0076,86.04,1
9/2016,MS Computer Science,42,0.0286,452.11,1
9/2016,MS Computer Science,41,0.0197,443.14,1
9/2016,MS Computer Science,35,0.0155,401.12,1
9/2016,MS Computer Science,35,0.0202,395.16,4
9/2016,MS Computer Science,38,0.0184,405.08,4
9/2016,MS Computer Science,41,0.0214,440.39,7
9/2016,MS Computer Science,38,0.0185,459.59,3
9/2016,MS Computer Science,40,0.016,466.94,2
9/2016,MS Computer Science,31,0.0188,412.76,0
9/2016,MS Computer Science,28,0.017,341.23,2
9/2016,MS Computer Science,33,0.0201,351.46,5
9/2016,MS Computer Science,37,0.0235,411.29,3
9/2016,MS Computer Science,42,0.0156,427.5,0
8/2016,MS Computer Science,44,0.026,386.69,4
8/2016,MS Computer Science,36,0.0218,408.19,3
8/2016,MS Computer Science,39,0.0234,404.79,2
8/2016,MS Computer Science,46,0.0209,402.52,3
8/2016,MS Computer Science,36,0.0168,398.68,2
8/2016,MS Computer Science,45,0.0199,395.16,2
8/2016,MS Computer Science,41,0.0184,424.31,3
8/2016,MS Computer Science,41,0.0202,440.66,1
8/2016,MS Computer Science,50,0.0162,425.11,3
8/2016,MS Computer Science,39,0.0197,451.28,1
8/2016,MS Computer Science,38,0.0244,407.94,3
8/2016,MS Computer Science,24,0.012,271.58,1
8/2016,MS Computer Science,39,0.0189,416.86,2
8/2016,MS Computer Science,41,0.0174,431.13,1
8/2016,MS Computer Science,36,0.0167,444.91,2
8/2016,MS Computer Science,39,0.0178,461.35,3
8/2016,MS Computer Science,34,0.015,424.51,1
8/2016,MS Computer Science,29,0.0177,318.99,0
8/2016,MS Computer Science,34,0.0217,415.1,1
8/2016,MS Computer Science,33,0.0219,395.53,3
8/2016,MS Computer Science,33,0.0215,411.91,1
8/2016,MS Computer Science,36,0.0191,427.61,4
8/2016,MS Computer Science,33,0.0212,418.04,2
8/2016,MS Computer Science,25,0.0243,383.47,3
8/2016,MS Computer Science,27,0.0188,391.59,6
8/2016,MS Computer Science,26,0.0161,398.87,4
8/2016,MS Computer Science,29,0.0136,392.83,4
8/2016,MS Computer Science,30,0.0157,403.56,6
8/2016,MS Computer Science,27,0.0215,414.68,3
8/2016,MS Computer Science,30,0.0154,427.28,4
7/2016,MS Computer Science,28,0.0235,329.4,2
7/2016,MS Computer Science,25,0.0133,331.12,4
7/2016,MS Computer Science,27,0.0166,379.88,2
7/2016,MS Computer Science,29,0.0155,405.45,2
7/2016,MS Computer Science,26,0.014,412.21,1
7/2016,MS Computer Science,29,0.0168,430.36,3
7/2016,MS Computer Science,31,0.0225,438.23,1
7/2016,MS Computer Science,28,0.0148,391.99,5
7/2016,MS Computer Science,28,0.0181,393.7,0
7/2016,MS Computer Science,27,0.0164,390.82,3
7/2016,MS Computer Science,31,0.0284,421.89,3
7/2016,MS Computer Science,27,0.0288,436.42,4
7/2016,MS Computer Science,32,0.0147,441.6,1
7/2016,MS Computer Science,35,0.0165,512.3,2
7/2016,MS Computer Science,32,0.0148,426.93,3
7/2016,MS Computer Science,22,0.0122,268.34,1
7/2016,MS Computer Science,34,0.0145,447.84,3
7/2016,MS Computer Science,22,0.0173,364.86,2
7/2016,MS Computer Science,29,0.0148,483.25,0
7/2016,MS Computer Science,31,0.0166,494.67,1
7/2016,MS Computer Science,29,0.0136,500.85,3
7/2016,MS Computer Science,30,0.0206,446.07,2
7/2016,MS Computer Science,27,0.025,459.11,4
7/2016,MS Computer Science,28,0.0181,450.62,3
7/2016,MS Computer Science,27,0.0143,478.18,3
7/2016,MS Computer Science,29,0.0139,495.07,1
7/2016,MS Computer Science,30,0.0148,471.47,6
7/2016,MS Computer Science,29,0.0177,464.33,1
7/2016,MS Computer Science,31,0.0164,425.52,4
7/2016,MS Computer Science,35,0.0216,459.74,3
7/2016,MS Computer Science,33,0.0171,465.5,1
6/2016,MS Computer Science,75,0.0233,1060.71,5
6/2016,MS Computer Science,64,0.021,1026.67,10
6/2016,MS Computer Science,3,0.0088,39.89,0
6/2016,MS Computer Science,52,0.019,814.28,6
6/2016,MS Computer Science,45,0.0193,677.13,5
6/2016,MS Computer Science,35,0.017,510.9,0
6/2016,MS Computer Science,44,0.0235,690.28,0
6/2016,MS Computer Science,39,0.0148,689.74,4
6/2016,MS Computer Science,51,0.0168,754.35,2
6/2016,MS Computer Science,50,0.0151,704.31,3
6/2016,MS Computer Science,47,0.0135,737.07,2
6/2016,MS Computer Science,40,0.0186,563.09,4
6/2016,MS Computer Science,41,0.0233,559.72,3
6/2016,MS Computer Science,33,0.0153,470.08,6
6/2016,MS Computer Science,38,0.0154,605.16,3
6/2016,MS Computer Science,45,0.0161,658.91,2
6/2016,MS Computer Science,46,0.0151,671.77,3
6/2016,MS Computer Science,50,0.0176,654.6,2
6/2016,MS Computer Science,34,0.0197,432.34,4
6/2016,MS Computer Science,31,0.0209,311.98,2
6/2016,MS Computer Science,22,0.0105,239.09,2
6/2016,MS Computer Science,40,0.0172,464.67,5
6/2016,MS Computer Science,32,0.0125,387.51,2
6/2016,MS Computer Science,40,0.0119,434.06,5
6/2016,MS Computer Science,58,0.0164,615.46,8
6/2016,MS Computer Science,40,0.0148,380.18,6
6/2016,MS Computer Science,23,0.011,245.67,6
6/2016,MS Computer Science,44,0.0142,488.64,6
6/2016,MS Computer Science,39,0.0132,533.82,4
6/2016,MS Computer Science,7,0.0083,110.52,0
5/2016,MS Computer Science,6,0.0173,70.88,0
5/2016,MS Computer Science,4,0.0058,57.89,0
5/2016,MS Computer Science,43,0.0152,458.73,3
5/2016,MS Computer Science,47,0.0174,617.46,5
5/2016,MS Computer Science,59,0.017,689.82,6
5/2016,MS Computer Science,60,0.0192,712.9,5
5/2016,MS Computer Science,51,0.0142,670.38,7
5/2016,MS Computer Science,51,0.0159,716.4,2
5/2016,MS Computer Science,46,0.019,630.83,5
5/2016,MS Computer Science,50,0.0175,561.08,5
5/2016,MS Computer Science,44,0.0253,641.03,1
5/2016,MS Computer Science,55,0.015,678.32,6
5/2016,MS Computer Science,54,0.0174,722.55,9
5/2016,MS Computer Science,57,0.0172,736.09,8
5/2016,MS Computer Science,38,0.0145,500.29,3
5/2016,MS Computer Science,31,0.0157,435.54,1
5/2016,MS Computer Science,37,0.0143,456.82,5
5/2016,MS Computer Science,33,0.0234,451.03,2
5/2016,MS Computer Science,39,0.016,475.93,4
5/2016,MS Computer Science,37,0.016,492.02,4
5/2016,MS Computer Science,42,0.0213,520.01,3
5/2016,MS Computer Science,46,0.0139,520.07,4
5/2016,MS Computer Science,41,0.0182,456.01,2
5/2016,MS Computer Science,43,0.0174,462.4,3
5/2016,MS Computer Science,41,0.0148,446.01,6
5/2016,MS Computer Science,43,0.0154,420.98,3
5/2016,MS Computer Science,42,0.0134,431.68,5
5/2016,MS Computer Science,42,0.021,450.36,4
5/2016,MS Computer Science,37,0.0186,436.37,3
5/2016,MS Computer Science,41,0.0117,389.05,3
4/2016,MS Computer Science,42,0.0145,356.66,3
4/2016,MS Computer Science,46,0.0155,403.8,3
4/2016,MS Computer Science,66,0.0112,448.47,5
4/2016,MS Computer Science,70,0.0105,551.16,1
4/2016,MS Computer Science,50,0.0119,374.72,0
4/2016,MS Computer Science,44,0.0087,343.47,3
4/2016,MS Computer Science,40,0.0098,314.21,2
4/2016,MS Computer Science,42,0.0098,318.4,4
4/2016,MS Computer Science,43,0.0104,316.47,0
4/2016,MS Computer Science,41,0.0114,343.69,1
4/2016,MS Computer Science,44,0.0074,351.8,1
4/2016,MS Computer Science,49,0.01,361.9,1
4/2016,MS Computer Science,50,0.0086,357.09,2
4/2016,MS Computer Science,40,0.0074,312.42,0
4/2016,MS Computer Science,47,0.0091,312.56,4
4/2016,MS Computer Science,54,0.0132,320.17,4
4/2016,MS Computer Science,45,0.0088,335.75,3
4/2016,MS Computer Science,47,0.0095,349.45,1
4/2016,MS Computer Science,49,0.0094,359.25,5
4/2016,MS Computer Science,48,0.0083,360.21,0
4/2016,MS Computer Science,36,0.0076,325.95,0
4/2016,MS Computer Science,43,0.0058,340.59,3
4/2016,MS Computer Science,46,0.0085,365.93,3
4/2016,MS Computer Science,37,0.0067,349.92,2
4/2016,MS Computer Science,48,0.0058,363.75,5
4/2016,MS Computer Science,40,0.0078,365.64,3
4/2016,MS Computer Science,48,0.0076,370.52,4
4/2016,MS Computer Science,48,0.0064,356.89,2
4/2016,MS Computer Science,39,0.0069,335.39,1
4/2016,MS Computer Science,37,0.0087,341.62,4
9/2016,MS Corp Comm,2,0.0182,38.53,0
9/2016,MS Corp Comm,0,0,0,0
9/2016,MS Corp Comm,2,0.0308,32.6,1
9/2016,MS Corp Comm,0,0,0,0
9/2016,MS Corp Comm,1,0.0141,0.3,0
9/2016,MS Corp Comm,0,0,0,0
9/2016,MS Corp Comm,1,0.0133,10.56,0
9/2016,MS Corp Comm,2,0.0169,37.89,0
9/2016,MS Corp Comm,0,0,0,0
9/2016,MS Corp Comm,0,0,0,0
9/2016,MS Corp Comm,0,0,0,0
9/2016,MS Corp Comm,1,0.0182,2.84,0
9/2016,MS Corp Comm,3,0.0508,54.47,0
8/2016,MS Corp Comm,2,0.0185,50.53,0
8/2016,MS Corp Comm,0,0,0,0
8/2016,MS Corp Comm,0,0,0,0
8/2016,MS Corp Comm,0,0,0,0
8/2016,MS Corp Comm,0,0,0,0
8/2016,MS Corp Comm,1,0.0147,9.16,0
8/2016,MS Corp Comm,1,0.0098,24.1,0
8/2016,MS Corp Comm,2,0.0204,46.44,0
8/2016,MS Corp Comm,0,0,0,0
8/2016,MS Corp Comm,0,0,0,0
8/2016,MS Corp Comm,1,0.0196,18.96,1
